##Databases: KEGG PATHWAY, Reactome
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
FGFR2 alternative splicing	Reactome	R-HSA-6803529	1	26	0.148339857597	0.304741663975	ESRP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6803529
DARPP-32 events	Reactome	R-HSA-180024	1	26	0.148339857597	0.304741663975	PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-180024
Digestion and absorption	Reactome	R-HSA-8963743	1	26	0.148339857597	0.304741663975	MGA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8963743
Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	Reactome	R-HSA-975957	2	115	0.153069610826	0.310063903255	EST1C|EST1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-975957
Nonsense-Mediated Decay (NMD)	Reactome	R-HSA-927802	2	115	0.153069610826	0.310063903255	EST1C|EST1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-927802
Glycosphingolipid biosynthesis - lacto and neolacto series	KEGG PATHWAY	hsa00601	1	27	0.153391401875	0.310063903255	FUT2	http://www.genome.jp/kegg-bin/show_pathway?hsa00601/hsa:2524%09red
BMAL1:CLOCK,NPAS2 activates circadian gene expression	Reactome	R-HSA-1368108	1	27	0.153391401875	0.310063903255	NOC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1368108
Mitophagy	Reactome	R-HSA-5205647	1	27	0.153391401875	0.310063903255	TOM22	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5205647
Insulin processing	Reactome	R-HSA-264876	1	27	0.153391401875	0.310063903255	MYRIP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-264876
Carbon metabolism	KEGG PATHWAY	hsa01200	2	117	0.157202684246	0.315158714911	FBP1|GCSP	http://www.genome.jp/kegg-bin/show_pathway?hsa01200/hsa:2203%09red/hsa:2731%09red
L1CAM interactions	Reactome	R-HSA-373760	2	117	0.157202684246	0.315158714911	NCAN|L1CAM	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-373760
Acyl chain remodelling of PC	Reactome	R-HSA-1482788	1	28	0.15841311067	0.315158714911	PLB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1482788
G1/S-Specific Transcription	Reactome	R-HSA-69205	1	28	0.15841311067	0.315158714911	FBX5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69205
Sulfur amino acid metabolism	Reactome	R-HSA-1614635	1	28	0.15841311067	0.315158714911	BHMT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1614635
Interconversion of nucleotide di- and triphosphates	Reactome	R-HSA-499943	1	28	0.15841311067	0.315158714911	ADK2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-499943
Neutrophil degranulation	Reactome	R-HSA-6798695	5	478	0.160580021329	0.318416149335	HMHA1|NPC2|MGA|COTL1|NEP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6798695
Linoleic acid metabolism	KEGG PATHWAY	hsa00591	1	29	0.163405159444	0.318416149335	PLB1	http://www.genome.jp/kegg-bin/show_pathway?hsa00591/hsa:151056%09red
Hippo signaling pathway - multiple species	KEGG PATHWAY	hsa04392	1	29	0.163405159444	0.318416149335	LATS1	http://www.genome.jp/kegg-bin/show_pathway?hsa04392/hsa:9113%09red
FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes	Reactome	R-HSA-9615017	1	29	0.163405159444	0.318416149335	ATX3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9615017
TRAF6 mediated IRF7 activation	Reactome	R-HSA-933541	1	29	0.163405159444	0.318416149335	TBK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-933541
Surfactant metabolism	Reactome	R-HSA-5683826	1	29	0.163405159444	0.318416149335	DMBT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5683826
AMPK signaling pathway	KEGG PATHWAY	hsa04152	2	120	0.163441229092	0.318416149335	CATL1|FBP1	http://www.genome.jp/kegg-bin/show_pathway?hsa04152/hsa:2203%09red/hsa:126129%09red
Metabolism of water-soluble vitamins and cofactors	Reactome	R-HSA-196849	2	120	0.163441229092	0.318416149335	CUBN|GSTO1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-196849
Neddylation	Reactome	R-HSA-8951664	3	232	0.163916529752	0.318416149335	HLF|PSME4|FBX11	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8951664
PI3K-Akt signaling pathway	KEGG PATHWAY	hsa04151	4	354	0.16426229926	0.318416149335	TIE2|COMP|LAMA3|BCAP	http://www.genome.jp/kegg-bin/show_pathway?hsa04151/hsa:7010%09red/hsa:118788%09red/hsa:1311%09red/hsa:3909%09red
RAF/MAP kinase cascade	Reactome	R-HSA-5673001	3	234	0.16678885192	0.319814066108	TIE2|PSME4|PTPRA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5673001
Nicotinate and nicotinamide metabolism	KEGG PATHWAY	hsa00760	1	30	0.168367722633	0.319814066108	POMP	http://www.genome.jp/kegg-bin/show_pathway?hsa00760/hsa:51251%09red
Glyoxylate and dicarboxylate metabolism	KEGG PATHWAY	hsa00630	1	30	0.168367722633	0.319814066108	GCSP	http://www.genome.jp/kegg-bin/show_pathway?hsa00630/hsa:2731%09red
Pentose phosphate pathway	KEGG PATHWAY	hsa00030	1	30	0.168367722633	0.319814066108	FBP1	http://www.genome.jp/kegg-bin/show_pathway?hsa00030/hsa:2203%09red
Nuclear import of Rev protein	Reactome	R-HSA-180746	1	30	0.168367722633	0.319814066108	RCC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-180746
TNFR1-induced NFkappaB signaling pathway	Reactome	R-HSA-5357956	1	30	0.168367722633	0.319814066108	XIAP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5357956
MET activates PTK2 signaling	Reactome	R-HSA-8874081	1	30	0.168367722633	0.319814066108	LAMA3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8874081
Laminin interactions	Reactome	R-HSA-3000157	1	30	0.168367722633	0.319814066108	LAMA3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3000157
MHC class II antigen presentation	Reactome	R-HSA-2132295	2	123	0.169723322788	0.320777080068	LGMN|CTSL2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2132295
Host Interactions of HIV factors	Reactome	R-HSA-162909	2	123	0.169723322788	0.320777080068	RCC1|PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-162909
RNA polymerase	KEGG PATHWAY	hsa03020	1	31	0.173300973651	0.321905494055	RPAC2	http://www.genome.jp/kegg-bin/show_pathway?hsa03020/hsa:51082%09red
Galactose metabolism	KEGG PATHWAY	hsa00052	1	31	0.173300973651	0.321905494055	MGA	http://www.genome.jp/kegg-bin/show_pathway?hsa00052/hsa:8972%09red
Circadian rhythm	KEGG PATHWAY	hsa04710	1	31	0.173300973651	0.321905494055	ROR1	http://www.genome.jp/kegg-bin/show_pathway?hsa04710/hsa:6095%09red
Glyoxylate metabolism and glycine degradation	Reactome	R-HSA-389661	1	31	0.173300973651	0.321905494055	GCSP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-389661
Interaction between L1 and Ankyrins	Reactome	R-HSA-445095	1	31	0.173300973651	0.321905494055	L1CAM	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-445095
Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	Reactome	R-HSA-983695	1	31	0.173300973651	0.321905494055	BCAP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-983695
Rev-mediated nuclear export of HIV RNA	Reactome	R-HSA-165054	1	31	0.173300973651	0.321905494055	RCC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-165054
MAPK1/MAPK3 signaling	Reactome	R-HSA-5684996	3	239	0.174033689008	0.322474188456	TIE2|PSME4|PTPRA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5684996
Processing of Capped Intron-Containing Pre-mRNA	Reactome	R-HSA-72203	3	241	0.176956349418	0.327088019951	U2AF1|THOC6|BAT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72203
Nuclear Pore Complex (NPC) Disassembly	Reactome	R-HSA-3301854	1	32	0.178205084896	0.327793294846	NEK7	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3301854
Regulation of MECP2 expression and activity	Reactome	R-HSA-9022692	1	32	0.178205084896	0.327793294846	AGO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9022692
RUNX1 regulates transcription of genes involved in differentiation of HSCs	Reactome	R-HSA-8939236	2	129	0.182404392666	0.327982588114	PSME4|SPI1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8939236
Glycerophospholipid biosynthesis	Reactome	R-HSA-1483206	2	129	0.182404392666	0.327982588114	MIGA2|PLB1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1483206
Fructose and mannose metabolism	KEGG PATHWAY	hsa00051	1	33	0.183080227757	0.327982588114	FBP1	http://www.genome.jp/kegg-bin/show_pathway?hsa00051/hsa:2203%09red
Base excision repair	KEGG PATHWAY	hsa03410	1	33	0.183080227757	0.327982588114	NEIL1	http://www.genome.jp/kegg-bin/show_pathway?hsa03410/hsa:79661%09red
@@Base Excision Repair	Reactome	R-HSA-73884	1	89	0.414714071918	0.477932680442	NEIL1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73884
Signaling by NOTCH2	Reactome	R-HSA-1980145	1	33	0.183080227757	0.327982588114	FCER2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1980145
Interactions of Rev with host cellular proteins	Reactome	R-HSA-177243	1	33	0.183080227757	0.327982588114	RCC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-177243
Sialic acid metabolism	Reactome	R-HSA-4085001	1	33	0.183080227757	0.327982588114	NPL	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-4085001
Glucagon signaling in metabolic regulation	Reactome	R-HSA-163359	1	33	0.183080227757	0.327982588114	PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-163359
Activation of Matrix Metalloproteinases	Reactome	R-HSA-1592389	1	33	0.183080227757	0.327982588114	CTSL2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1592389
Inactivation, recovery and regulation of the phototransduction cascade	Reactome	R-HSA-2514859	1	33	0.183080227757	0.327982588114	FNTA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2514859
Gluconeogenesis	Reactome	R-HSA-70263	1	33	0.183080227757	0.327982588114	FBP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-70263
Fc epsilon receptor (FCERI) signaling	Reactome	R-HSA-2454202	2	130	0.184531619118	0.329801191615	PSME4|LAT2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2454202
Dopaminergic synapse	KEGG PATHWAY	hsa04728	2	131	0.1866624452	0.332822661725	DDC|DRD1	http://www.genome.jp/kegg-bin/show_pathway?hsa04728/hsa:1812%09red/hsa:1644%09red
The phototransduction cascade	Reactome	R-HSA-2514856	1	34	0.187926572618	0.333503495069	FNTA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2514856
Negative regulators of DDX58/IFIH1 signaling	Reactome	R-HSA-936440	1	34	0.187926572618	0.333503495069	TBK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-936440
Gene Silencing by RNA	Reactome	R-HSA-211000	2	133	0.190934430583	0.33804784431	XPO5|AGO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-211000
Prion diseases	KEGG PATHWAY	hsa05020	1	35	0.192744288867	0.339661264297	ALS	http://www.genome.jp/kegg-bin/show_pathway?hsa05020/hsa:6647%09red
Lysosome Vesicle Biogenesis	Reactome	R-HSA-432720	1	35	0.192744288867	0.339661264297	RT14	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-432720
FLT3 Signaling	Reactome	R-HSA-9607240	3	252	0.193265576155	0.33978785017	TIE2|PSME4|PTPRA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9607240
Spliceosome	KEGG PATHWAY	hsa03040	2	135	0.195219429861	0.340948310373	DHX8|U2AF1	http://www.genome.jp/kegg-bin/show_pathway?hsa03040/hsa:1659%09red/hsa:7307%09red
Cell surface interactions at the vascular wall	Reactome	R-HSA-202733	2	135	0.195219429861	0.340948310373	TIE2|L1CAM	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-202733
RHO GTPases Activate Formins	Reactome	R-HSA-5663220	2	136	0.197366527909	0.340948310373	FMNL3|SRF	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5663220
Starch and sucrose metabolism	KEGG PATHWAY	hsa00500	1	36	0.197533544899	0.340948310373	MGA	http://www.genome.jp/kegg-bin/show_pathway?hsa00500/hsa:8972%09red
Calmodulin induced events	Reactome	R-HSA-111933	1	36	0.197533544899	0.340948310373	PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111933
Resolution of Abasic Sites (AP sites)	Reactome	R-HSA-73933	1	36	0.197533544899	0.340948310373	NEIL1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-73933
Metabolic disorders of biological oxidation enzymes	Reactome	R-HSA-5579029	1	36	0.197533544899	0.340948310373	GGT1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5579029
CaM pathway	Reactome	R-HSA-111997	1	36	0.197533544899	0.340948310373	PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111997
M Phase	Reactome	R-HSA-68886	4	384	0.199476772108	0.342028360607	CEP63|NEK7|PSME4|FBX5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68886
Insulin signaling pathway	KEGG PATHWAY	hsa04910	2	137	0.199516543688	0.342028360607	FBP1|PKR2	http://www.genome.jp/kegg-bin/show_pathway?hsa04910/hsa:2203%09red/hsa:5576%09red
Ubiquitin mediated proteolysis	KEGG PATHWAY	hsa04120	2	137	0.199516543688	0.342028360607	UBE3C|XIAP	http://www.genome.jp/kegg-bin/show_pathway?hsa04120/hsa:9690%09red/hsa:331%09red
Developmental Biology	Reactome	R-HSA-1266738	9	1082	0.201384460716	0.342135678166	SPI1|NCAN|PSME4|LIPN|AGRIN|PTPRA|L1CAM|HLF|PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1266738
Rho GTPase cycle	Reactome	R-HSA-194840	2	138	0.201669367787	0.342135678166	OBSCN|HMHA1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-194840
Interleukin-1 family signaling	Reactome	R-HSA-446652	2	138	0.201669367787	0.342135678166	PSME4|TBK1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-446652
Thyroid cancer	KEGG PATHWAY	hsa05216	1	37	0.202294508122	0.342135678166	NCOA4	http://www.genome.jp/kegg-bin/show_pathway?hsa05216/hsa:8031%09red
Triglyceride metabolism	Reactome	R-HSA-8979227	1	37	0.202294508122	0.342135678166	FABP1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8979227
Apoptotic cleavage of cellular proteins	Reactome	R-HSA-111465	1	37	0.202294508122	0.342135678166	FNTA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111465
Platelet activation, signaling and aggregation	Reactome	R-HSA-76002	3	260	0.205354223908	0.346535252845	TIMP3|ITIH4|ALS	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-76002
DNA Damage Recognition in GG-NER	Reactome	R-HSA-5696394	1	38	0.207027344965	0.347805939542	NFRKB	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5696394
Ca-dependent events	Reactome	R-HSA-111996	1	38	0.207027344965	0.347805939542	PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-111996
Ferroptosis	KEGG PATHWAY	hsa04216	1	40	0.216409300357	0.360236201692	NCOA4	http://www.genome.jp/kegg-bin/show_pathway?hsa04216/hsa:8031%09red
Synthesis of PA	Reactome	R-HSA-1483166	1	40	0.216409300357	0.360236201692	MIGA2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1483166
MET promotes cell motility	Reactome	R-HSA-8875878	1	40	0.216409300357	0.360236201692	LAMA3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8875878
Beta defensins	Reactome	R-HSA-1461957	1	40	0.216409300357	0.360236201692	TLR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1461957
Clathrin-mediated endocytosis	Reactome	R-HSA-8856828	2	145	0.216808825093	0.360236201692	SYT12|SYT9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8856828
Epigenetic regulation of gene expression	Reactome	R-HSA-212165	2	146	0.218980316956	0.363046314953	TAF1B|TAF1A	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-212165
Homologous recombination	KEGG PATHWAY	hsa03440	1	41	0.22105874691	0.363461272833	BACH1	http://www.genome.jp/kegg-bin/show_pathway?hsa03440/hsa:83990%09red
Binding and Uptake of Ligands by Scavenger Receptors	Reactome	R-HSA-2173782	1	41	0.22105874691	0.363461272833	SREC	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2173782
Sphingolipid de novo biosynthesis	Reactome	R-HSA-1660661	1	41	0.22105874691	0.363461272833	PLPP3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1660661
Metabolism of steroids	Reactome	R-HSA-8957322	2	147	0.221153684528	0.363461272833	CUBN|LGMN	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8957322
Signaling by Hedgehog	Reactome	R-HSA-5358351	2	148	0.223328829793	0.366125808298	PSME4|PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5358351
Estrogen-dependent gene expression	Reactome	R-HSA-9018519	2	149	0.225505655822	0.366125808298	TIP|AGO2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9018519
Tryptophan metabolism	KEGG PATHWAY	hsa00380	1	42	0.225680723105	0.366125808298	DDC	http://www.genome.jp/kegg-bin/show_pathway?hsa00380/hsa:1644%09red
Glucagon-like Peptide-1 (GLP1) regulates insulin secretion	Reactome	R-HSA-381676	1	42	0.225680723105	0.366125808298	PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-381676
Deactivation of the beta-catenin transactivating complex	Reactome	R-HSA-3769402	1	42	0.225680723105	0.366125808298	XIAP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-3769402
DAG and IP3 signaling	Reactome	R-HSA-1489509	1	42	0.225680723105	0.366125808298	PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1489509
Other interleukin signaling	Reactome	R-HSA-449836	3	275	0.22845766005	0.369837239824	TIE2|PSME4|PTPRA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-449836
Vasopressin regulates renal water homeostasis via Aquaporins	Reactome	R-HSA-432040	1	43	0.230275390552	0.371190181786	PKR2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-432040
Transport of vitamins, nucleosides, and related molecules	Reactome	R-HSA-425397	1	43	0.230275390552	0.371190181786	APOD	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-425397
Fatty acid degradation	KEGG PATHWAY	hsa00071	1	44	0.234842909916	0.375351458556	CATL1	http://www.genome.jp/kegg-bin/show_pathway?hsa00071/hsa:126129%09red
Carbohydrate digestion and absorption	KEGG PATHWAY	hsa04973	1	44	0.234842909916	0.375351458556	MGA	http://www.genome.jp/kegg-bin/show_pathway?hsa04973/hsa:8972%09red
Intra-Golgi traffic	Reactome	R-HSA-6811438	1	44	0.234842909916	0.375351458556	COG3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6811438
TP53 Regulates Transcription of Cell Death Genes	Reactome	R-HSA-5633008	1	44	0.234842909916	0.375351458556	AMID	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5633008
Hepatitis C	KEGG PATHWAY	hsa05160	2	155	0.238596614515	0.379400170515	CYC|TBK1	http://www.genome.jp/kegg-bin/show_pathway?hsa05160/hsa:29110%09red/hsa:54205%09red
Proteasome	KEGG PATHWAY	hsa03050	1	45	0.23938344092	0.379400170515	PSME4	http://www.genome.jp/kegg-bin/show_pathway?hsa03050/hsa:23198%09red
ABC transporters	KEGG PATHWAY	hsa02010	1	45	0.23938344092	0.379400170515	ABCA1	http://www.genome.jp/kegg-bin/show_pathway?hsa02010/hsa:19%09red
Basal transcription factors	KEGG PATHWAY	hsa03022	1	45	0.23938344092	0.379400170515	TAF8	http://www.genome.jp/kegg-bin/show_pathway?hsa03022/hsa:129685%09red
Nuclear Envelope Breakdown	Reactome	R-HSA-2980766	1	46	0.243897142351	0.384939957448	NEK7	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2980766
Recycling pathway of L1	Reactome	R-HSA-437239	1	46	0.243897142351	0.384939957448	L1CAM	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-437239
Sphingolipid metabolism	KEGG PATHWAY	hsa00600	1	47	0.248384172066	0.390391754848	PLPP3	http://www.genome.jp/kegg-bin/show_pathway?hsa00600/hsa:8613%09red
@@Sphingolipid metabolism	Reactome	R-HSA-428157	1	86	0.404158064776	0.47187351528	PLPP3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-428157
Interleukin-10 signaling	Reactome	R-HSA-6783783	1	47	0.248384172066	0.390391754848	FCER2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6783783
Wnt signaling pathway	KEGG PATHWAY	hsa04310	2	160	0.249535010468	0.391386862891	RYK|ZNRF3	http://www.genome.jp/kegg-bin/show_pathway?hsa04310/hsa:6259%09red/hsa:84133%09red
Amino sugar and nucleotide sugar metabolism	KEGG PATHWAY	hsa00520	1	48	0.252844686997	0.394939221839	NPL	http://www.genome.jp/kegg-bin/show_pathway?hsa00520/hsa:80896%09red
Notch signaling pathway	KEGG PATHWAY	hsa04330	1	48	0.252844686997	0.394939221839	DTX3L	http://www.genome.jp/kegg-bin/show_pathway?hsa04330/hsa:151636%09red
Necroptosis	KEGG PATHWAY	hsa04217	2	162	0.253915161064	0.395793529411	XIAP|PGAM5	http://www.genome.jp/kegg-bin/show_pathway?hsa04217/hsa:331%09red/hsa:192111%09red
Hepatitis B	KEGG PATHWAY	hsa05161	2	163	0.256105926779	0.396136059933	CYC|TBK1	http://www.genome.jp/kegg-bin/show_pathway?hsa05161/hsa:29110%09red/hsa:54205%09red
Cysteine and methionine metabolism	KEGG PATHWAY	hsa00270	1	49	0.257278843158	0.396136059933	BHMT1	http://www.genome.jp/kegg-bin/show_pathway?hsa00270/hsa:635%09red
Malaria	KEGG PATHWAY	hsa05144	1	49	0.257278843158	0.396136059933	COMP	http://www.genome.jp/kegg-bin/show_pathway?hsa05144/hsa:1311%09red
Cross-presentation of soluble exogenous antigens (endosomes)	Reactome	R-HSA-1236978	1	49	0.257278843158	0.396136059933	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1236978
Retrograde transport at the Trans-Golgi-Network	Reactome	R-HSA-6811440	1	49	0.257278843158	0.396136059933	COG3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6811440
Regulation of activated PAK-2p34 by proteasome mediated degradation	Reactome	R-HSA-211733	1	49	0.257278843158	0.396136059933	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-211733
Organelle biogenesis and maintenance	Reactome	R-HSA-1852241	3	294	0.258365474479	0.397000607127	CYC|CEP63|NRF1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1852241
RNA transport	KEGG PATHWAY	hsa03013	2	165	0.260488430463	0.398058787743	XPO5|THOC6	http://www.genome.jp/kegg-bin/show_pathway?hsa03013/hsa:79228%09red/hsa:57510%09red
Protein processing in endoplasmic reticulum	KEGG PATHWAY	hsa04141	2	165	0.260488430463	0.398058787743	ATX3|DAD1	http://www.genome.jp/kegg-bin/show_pathway?hsa04141/hsa:1603%09red/hsa:4287%09red
N-Glycan biosynthesis	KEGG PATHWAY	hsa00510	1	50	0.261686795646	0.398058787743	DAD1	http://www.genome.jp/kegg-bin/show_pathway?hsa00510/hsa:1603%09red
Defensins	Reactome	R-HSA-1461973	1	50	0.261686795646	0.398058787743	TLR1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1461973
Regulation of ornithine decarboxylase (ODC)	Reactome	R-HSA-350562	1	50	0.261686795646	0.398058787743	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-350562
Ubiquitin-dependent degradation of Cyclin D	Reactome	R-HSA-75815	1	51	0.266068698652	0.399103047978	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-75815
p53-Independent DNA Damage Response	Reactome	R-HSA-69610	1	51	0.266068698652	0.399103047978	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69610
Ubiquitin Mediated Degradation of Phosphorylated Cdc25A	Reactome	R-HSA-69601	1	51	0.266068698652	0.399103047978	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69601
Vpu mediated degradation of CD4	Reactome	R-HSA-180534	1	51	0.266068698652	0.399103047978	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-180534
p53-Independent G1/S DNA damage checkpoint	Reactome	R-HSA-69613	1	51	0.266068698652	0.399103047978	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69613
Autodegradation of the E3 ubiquitin ligase COP1	Reactome	R-HSA-349425	1	51	0.266068698652	0.399103047978	PSME4	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-349425
Apoptotic execution phase	Reactome	R-HSA-75153	1	51	0.266068698652	0.399103047978	FNTA	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-75153
