##Databases: KEGG PATHWAY, Reactome
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Kaposi sarcoma-associated herpesvirus infection	KEGG PATHWAY	hsa05167	1	186	0.419413791737	0.459309249975	TBK1	http://www.genome.jp/kegg-bin/show_pathway?hsa05167/hsa:29110%09red
Metabolism of vitamins and cofactors	Reactome	R-HSA-196854	1	186	0.419413791737	0.459309249975	LRP12	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-196854
mRNA Splicing	Reactome	R-HSA-72172	1	191	0.427813633274	0.467368178442	U2AF1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72172
Calcium signaling pathway	KEGG PATHWAY	hsa04020	1	193	0.431139739853	0.467588751676	DRD1	http://www.genome.jp/kegg-bin/show_pathway?hsa04020/hsa:1812%09red
rRNA processing in the nucleus and cytosol	Reactome	R-HSA-8868773	1	193	0.431139739853	0.467588751676	RRP5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8868773
G2/M Transition	Reactome	R-HSA-69275	1	193	0.431139739853	0.467588751676	CEP63	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69275
Cellular Senescence	Reactome	R-HSA-2559583	1	194	0.432795599052	0.468253551745	TIP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-2559583
Mitotic G2-G2/M phases	Reactome	R-HSA-453274	1	195	0.434446680473	0.468909998876	CEP63	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-453274
Mitotic Prometaphase	Reactome	R-HSA-68877	1	196	0.436092997781	0.469558167875	CEP63	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-68877
Cellular responses to external stimuli	Reactome	R-HSA-8953897	2	516	0.44364909866	0.476061731681	HLF|TIP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-8953897
Viral carcinogenesis	KEGG PATHWAY	hsa05203	1	201	0.444253598161	0.476061731681	SRF	http://www.genome.jp/kegg-bin/show_pathway?hsa05203/hsa:6722%09red
Intra-Golgi and retrograde Golgi-to-ER traffic	Reactome	R-HSA-6811442	1	202	0.445871615574	0.47665798903	COG3	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-6811442
rRNA processing	Reactome	R-HSA-72312	1	203	0.447484963443	0.477246433696	RRP5	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72312
Cell Cycle, Mitotic	Reactome	R-HSA-69278	2	525	0.452413036911	0.481358894723	CEP63|NEK7	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-69278
Pathways in cancer	KEGG PATHWAY	hsa05200	2	530	0.457248454666	0.485353560626	HLF|LAMA3	http://www.genome.jp/kegg-bin/show_pathway?hsa05200/hsa:2034%09red/hsa:3909%09red
Rap1 signaling pathway	KEGG PATHWAY	hsa04015	1	210	0.458648768566	0.48569173841	TIE2	http://www.genome.jp/kegg-bin/show_pathway?hsa04015/hsa:7010%09red
Phospholipid metabolism	Reactome	R-HSA-1483257	1	212	0.461797156314	0.487875113377	ENPP6	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1483257
cAMP signaling pathway	KEGG PATHWAY	hsa04024	1	214	0.464927393376	0.490029107103	DRD1	http://www.genome.jp/kegg-bin/show_pathway?hsa04024/hsa:1812%09red
Ub-specific processing proteases	Reactome	R-HSA-5689880	1	219	0.472674255992	0.497027496347	TRRAP	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5689880
Human cytomegalovirus infection	KEGG PATHWAY	hsa05163	1	225	0.481823859238	0.505464749528	TBK1	http://www.genome.jp/kegg-bin/show_pathway?hsa05163/hsa:29110%09red
HIV Infection	Reactome	R-HSA-162906	1	227	0.484838618911	0.507441817928	RCC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-162906
RAF/MAP kinase cascade	Reactome	R-HSA-5673001	1	234	0.495254006309	0.517137322867	TIE2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5673001
MAPK1/MAPK3 signaling	Reactome	R-HSA-5684996	1	239	0.502565509828	0.523554324623	TIE2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5684996
Processing of Capped Intron-Containing Pre-mRNA	Reactome	R-HSA-72203	1	241	0.505460628411	0.525351440178	U2AF1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-72203
FLT3 Signaling	Reactome	R-HSA-9607240	1	252	0.52108776418	0.540342739299	TIE2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-9607240
Membrane Trafficking	Reactome	R-HSA-199991	2	631	0.549380794513	0.568368609991	COG3|SYT9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-199991
Other interleukin signaling	Reactome	R-HSA-449836	1	275	0.55219840745	0.569970310219	TIE2	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-449836
Vesicle-mediated transport	Reactome	R-HSA-5653656	2	669	0.58113271925	0.59846007097	COG3|SYT9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5653656
Class A/1 (Rhodopsin-like receptors)	Reactome	R-HSA-373076	1	322	0.609677790692	0.626419514922	DRD1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-373076
Neuroactive ligand-receptor interaction	KEGG PATHWAY	hsa04080	1	338	0.627525750179	0.642120206465	DRD1	http://www.genome.jp/kegg-bin/show_pathway?hsa04080/hsa:1812%09red
GPCR downstream signalling	Reactome	R-HSA-388396	3	1108	0.627819088281	0.642120206465	OBSCN|LRP12|DRD1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-388396
Infectious disease	Reactome	R-HSA-5663205	1	372	0.662810820385	0.676313992248	RCC1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-5663205
Signaling by GPCR	Reactome	R-HSA-372790	3	1170	0.664263854302	0.676313992248	OBSCN|LRP12|DRD1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-372790
Neuronal System	Reactome	R-HSA-112316	1	402	0.691180540585	0.702126838739	SYT9	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-112316
G alpha (i) signalling events	Reactome	R-HSA-418594	1	405	0.693883920666	0.703281897018	LRP12	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418594
GPCR ligand binding	Reactome	R-HSA-500792	1	454	0.734859957831	0.743135407807	DRD1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-500792
Herpes simplex virus 1 infection	KEGG PATHWAY	hsa05168	1	492	0.76285123354	0.769708323279	TBK1	http://www.genome.jp/kegg-bin/show_pathway?hsa05168/hsa:29110%09red
G alpha (s) signalling events	Reactome	R-HSA-418555	1	536	0.791619820625	0.796944617624	DRD1	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-418555
Developmental Biology	Reactome	R-HSA-1266738	2	1082	0.825237794286	0.827079842934	HLF|L1CAM	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-1266738
Transport of small molecules	Reactome	R-HSA-382551	1	720	0.878858189141	0.878858189141	ABL	http://www.reactome.org/cgi-bin/eventbrowser_st_id?ST_ID=R-HSA-382551

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------
